,Level,Offers Remote,Publish Time,Salary,Title,Close Time,State,Collaboration Type
5117,J,True,2020-11-30 11:17:59,6,توسعه‌دهنده Android,2021-01-30 03:00:11,C,FT
5119,J,True,2020-12-29 17:18:52,2,برنامه‌نویس c#,2021-02-28 03:00:12,C,PR
5122,S,True,2021-02-13 16:16:46,12,استخدام برنامه‌نویس C#,2021-04-07 03:00:11,C,FT
5123,S,True,2020-11-30 11:16:35,6,برنامه‌نویس Front-end React,2021-01-30 03:00:11,C,FT
5125,S,False,2020-12-20 11:33:01,8,QA Expert,2020-12-29 18:26:04,C,FT
5126,J,False,2020-11-30 13:09:04,12,توسعه‌دهنده لینوکس,2021-01-30 03:00:11,C,FT
5132,J,True,2020-12-29 12:01:03,8,برنامه‌نویس وب #C,2021-01-05 19:12:46,C,FT
5134,J,False,2021-05-17 16:41:53,12,Back-end Java Developer,2021-06-26 18:16:49,C,FT
5138,S,False,2020-12-14 18:08:54,8,توسعه‌دهنده Front-end,2021-02-13 03:00:12,C,FT
5139,I,False,2021-01-30 10:15:58,6,طراح رابط کاربری و تجربه کاربری,2021-03-27 03:00:11,C,FT
5140,J,True,2020-12-03 13:57:10,4,پشیبان نرم افزار ساعات غیر اداری,2020-12-28 20:49:39,C,FT
5141,S,False,2020-12-27 16:47:12,12,.NET Core Developer,2021-02-26 03:00:11,A,FT
5142,S,False,2020-12-22 14:28:33,8,Front-end Developer,2021-02-21 03:00:11,C,FT
5144,S,False,2020-12-30 13:02:51,8,Front-end,2021-03-01 03:00:12,C,FT
5146,S,False,2020-05-04 12:01:48,8,توسعه‌دهنده Front-end,2020-07-04 03:00:10,A,FT
5148,S,True,2021-02-06 20:09:47,12,توسعه‌دهنده وب (Net.),2021-02-27 17:36:03,C,PR
5154,S,False,2021-02-16 11:49:35,6,توسعه‌دهنده Golang,2021-03-06 12:20:48,C,FT
5156,M,False,2021-01-30 10:20:00,12,CTO مدیر فنی,2021-03-27 03:00:11,C,FT
5159,J,True,2020-12-15 10:47:38,12,توسعه‌دهنده Back-end,2021-02-14 03:00:11,C,PT
5160,J,True,2020-10-14 10:08:44,2,توسعه‌دهنده وردپرس,2020-11-30 11:29:51,A,PR
5162,S,False,2020-12-19 16:33:01,12,برنامه‌نویس PHP,2021-02-18 03:00:11,C,FT
5163,J,True,2021-02-22 16:24:07,6,گرافیست وب (Web UI Designer),2021-04-14 03:00:11,C,FT
5164,J,False,2020-12-26 11:57:49,8,Full-Stack Developer,2021-01-03 00:10:24,C,FT
5168,J,False,2021-02-20 18:01:55,12,Front-end Developer,2021-03-27 13:35:10,C,FT
5169,S,False,2020-10-15 13:56:28,6,توسعه‌دهنده Full Stack,2020-12-15 03:00:11,C,FT
5172,J,False,2021-02-20 17:52:56,12,Java Developer,2021-03-27 13:35:17,C,FT
5173,J,False,2020-12-26 12:13:04,6,برنامه‌نویس PHP فریمورک Yii,2021-02-25 03:00:11,C,FT
5174,J,False,2020-12-01 10:20:55,4,توسعه‌دهنده Front-end,2021-01-11 08:47:28,A,FT
5177,S,True,2020-12-15 10:56:39,12,برنامه‌نویس PHP مسلط به وردپرس(دورکاری),2021-02-14 03:00:10,C,FT
5178,J,True,2020-12-16 11:47:57,12,Full-Stack Developer,2021-02-15 03:00:12,C,FT
5179,J,False,2021-02-07 16:52:36,6,برنامه‌نویس Full-Stack,2021-04-02 03:00:11,C,FT
5180,S,True,2020-12-29 10:55:22,8,توسعه‌دهنده Front-end,2021-01-21 10:38:40,C,FT
5182,S,True,2021-02-22 17:17:52,12,برنامه‌نویس Vue.js (دورکاری),2021-04-14 03:00:11,C,FT
5184,S,True,2020-12-24 16:57:02,6,توسعه‌دهنده Front-end,2020-12-28 21:44:28,C,FT
5192,S,False,2020-12-06 16:50:24,6,برنامه‌نویس PHP و Laravel,2021-02-05 03:00:10,C,FT
5193,J,True,2020-12-23 11:54:30,6,(PHP Developer (Laravel,2021-02-22 03:00:11,C,FT
5195,J,False,2020-12-17 13:54:59,4,طراح و توسعه‌دهنده WordPress,2020-12-27 16:32:40,C,FT
5196,J,True,2020-11-28 10:38:42,3,طراح قالب وردپرس,2021-01-28 03:00:11,A,PT
5201,S,True,2021-03-27 14:58:43,12,توسعه‌دهنده Back-end,2021-05-09 13:49:38,C,FT
5202,J,False,2020-12-06 16:46:44,6,برنامه‌نویس ویندوز (تمام وقت),2021-02-05 03:00:10,C,FT
5203,J,True,2020-10-31 00:15:36,6,Software Test Engineer,2020-12-30 03:00:10,C,FT
5205,J,False,2020-12-29 12:10:33,6,کارشناس هوش مصنوعی,2021-02-28 03:00:12,C,FT
5208,S,True,2021-01-10 12:34:41,12,توسعه‌دهنده Back-end,2021-03-06 12:58:47,C,FT
5210,J,False,2021-01-30 13:23:20,6,پشتیبان فنی محصول,2021-03-27 03:00:11,C,FT
5212,I,False,2021-02-27 13:26:24,2,کارآموز Front-end,2021-04-07 11:01:19,C,FT
5216,J,False,2020-12-12 12:04:05,6,برنامه‌نویس Net Core.,2020-12-29 16:12:13,C,FT
5217,J,True,2021-01-02 09:48:51,6,برنامه‌نویس .NET Core,2021-03-02 10:42:23,C,PT
5221,J,False,2020-12-26 22:30:14,8,کارشناس تولید و مدیریت محتوا,2021-02-25 03:00:11,C,FT
5222,M,False,2020-12-06 11:31:12,12,مدیر فنی (CTO),2021-02-05 03:00:10,C,FT
5224,J,False,2020-12-05 17:27:32,6,برنامه‌نویس Front-end,2020-12-29 15:47:45,C,FT
5228,J,False,2020-12-12 12:16:57,4,طراح و برنامه‌نویس UI/UX,2020-12-29 15:51:13,C,FT
5230,J,False,2020-12-12 12:10:16,6,کارشناس هوش تجاری BI,2021-02-11 03:00:11,C,FT
5231,J,False,2020-12-12 12:08:54,6,برنامه‌نویس Back-end,2020-12-29 15:57:42,C,FT
5234,S,False,2020-12-06 11:30:02,12,برنامه‌نویس Front-end,2021-02-05 03:00:10,C,FT
5236,S,False,2020-12-26 14:24:59,8,توسعه‌دهنده وردپرس (Full-Stack),2021-02-25 03:00:11,C,FT
5237,S,True,2020-12-06 11:28:15,12,برنامه‌نویس ارشد Front-end (دورکاری),2021-02-05 03:00:10,C,FT
5240,J,False,2021-01-30 16:49:12,4,توسعه‌دهنده Front-end - React,2021-03-27 03:00:11,C,FT
5245,S,True,2021-01-06 15:11:19,8,توسعه‌دهنده (#Back-end (C,2021-03-08 03:00:11,C,FT
5246,J,True,2020-12-21 15:44:54,6,توسعه‌دهنده اندروید,2021-01-04 20:09:17,C,PT
5247,S,False,2020-12-30 13:04:50,8,WordPress Developer,2021-03-01 03:00:12,C,FT
5253,S,True,2020-12-06 11:14:25,12,توسعه‌دهنده Flutter,2021-02-05 03:00:10,C,FT
5256,S,True,2020-12-06 11:27:57,4,برنامه‌نویس Laravel,2021-02-05 03:00:10,C,PT
5257,M,True,2021-02-10 13:22:49,8,ارتباط با دوربین eos کانن,2021-04-04 03:00:12,C,FT
5260,S,True,2021-01-09 17:58:11,6,برنامه‌نویس وب اپ,2021-03-12 10:50:48,C,FT
5261,S,False,2021-01-30 17:06:32,12,Senior Flutter Developer,2021-03-27 03:00:11,C,FT
5265,I,False,2021-03-14 11:39:40,2,کارآموز برنامه‌نویسی بک اند,2021-03-20 20:19:56,C,FT
5266,S,False,2021-01-07 17:38:27,12,برنامه‌نویس ارشد Front-end,2021-03-09 03:00:12,C,FT
5268,S,True,2021-01-30 15:00:25,12,Senior Ruby on Rails Developer,2021-03-27 03:00:11,C,FT
5269,J,True,2021-01-09 18:14:02,6,توسعه‌دهنده Front-end,2021-03-12 10:50:48,C,FT
5270,S,True,2021-02-09 09:14:24,8,برنامه‌نویس ارشد PHP,2021-04-04 03:00:12,C,FT
5271,J,False,2021-05-24 15:52:00,6,برنامه‌نویس ویندوز اپلیکیشن,,PB,FT
5274,S,False,2020-12-06 11:21:50,8,برنامه‌نویس PHP (لاراول),2021-02-05 03:00:10,C,FT
5277,S,True,2021-02-15 08:46:08,12,برنامه‌نویس مسلط به PHP,2021-04-08 03:00:12,C,FT
5280,J,False,2020-11-10 11:20:35,4,کارشناس برنامه‌نویسی PHP,2021-01-10 03:00:11,C,FT
5281,S,False,2020-11-10 11:17:37,12,توسعه‌دهنده Full-stack,2021-01-10 03:00:11,C,FT
5284,S,True,2020-11-10 10:37:03,12,توسعه‌دهنده اندروید,2021-01-10 03:00:11,C,FT
5285,S,False,2020-11-10 10:36:24,8,برنامه‌نویس ارشد Golang,2021-01-10 03:00:11,C,FT
5287,S,False,2020-11-10 10:40:19,8,تحلیلگر داده,2021-01-10 03:00:11,C,FT
5292,J,False,2020-12-24 16:58:28,4,توسعه‌دهنده Android,2021-02-23 03:00:11,C,FT
5294,J,True,2021-01-30 15:45:35,6,توسعه‌دهنده React,2021-03-27 03:00:11,C,FT
5297,M,True,2021-02-09 17:23:09,6,طراحی سایت با وردپرس,2021-04-04 03:00:12,C,PR
5298,S,True,2021-01-10 13:05:46,12,توسعه‌دهنده PHP,2021-03-12 10:50:48,A,FT
5301,S,False,2021-01-11 15:36:13,12,برنامه‌نویس Back-end (Node.js),2021-02-03 18:32:46,C,FT
5302,S,True,2020-12-12 11:59:17,12,کارشناس ارشد پایگاه داده (DBA),2021-01-10 15:06:09,C,FT
5305,S,False,2021-03-27 18:05:18,12,Front-end Developer (React JS),2021-05-10 03:00:12,C,FT
5306,S,True,2020-12-12 12:33:31,12,Scrum Master,2021-01-10 15:06:22,C,FT
5307,S,True,2020-12-20 11:28:56,12,برنامه‌نویس ارشد Front-end,2021-01-10 15:06:30,C,FT
5310,J,False,2020-12-07 15:15:57,8,توسعه‌دهنده انگولار Angular,2021-02-06 03:00:10,C,FT
5314,J,False,2020-12-07 15:15:22,8,توسعه‌دهنده PHP,2021-02-06 03:00:10,C,FT
5315,S,False,2021-03-27 18:05:35,12,Golang Developer,2021-05-10 03:00:12,C,FT
5317,S,False,2020-12-07 15:14:10,6,برنامه‌نویس ارشد سی شارپ #C,2021-02-06 03:00:10,C,FT
5318,J,True,2020-12-29 11:59:20,6,برنامه‌نویس (C# (Windows.Forms,2021-02-28 03:00:12,C,FT
5319,J,False,2020-12-07 15:13:45,4,توسعه‌دهنده Back-end - Node.js,2021-02-06 03:00:10,C,FT
5321,S,False,2020-12-07 15:07:30,8,Front-end Developer,2021-02-06 03:00:10,C,FT
5322,S,False,2021-04-27 16:15:08,12,Senior Front-end Developer (Vue.js),2021-06-07 03:00:21,C,FT
5323,S,False,2020-12-29 12:07:35,12,کارشناس ارشد هوش مصنوعی,2021-02-28 03:00:12,C,FT
5329,S,False,2020-12-01 10:39:03,8,توسعه‌دهنده Full Stack,2021-01-31 03:00:10,A,FT
5334,J,True,2020-11-11 13:14:25,12,Remote UI-UX Designer,2021-01-11 03:20:14,C,FT
5335,J,True,2020-11-11 13:14:02,12,Remote Python Application Developer,2021-01-11 03:20:14,C,FT
5336,S,True,2020-11-11 13:13:06,12,Remote front_end developer,2021-01-11 03:20:14,C,FT
5337,J,True,2020-11-11 12:32:17,3,برنامه‌نویس Scala,2021-01-11 03:20:14,C,PR
5339,S,True,2021-01-11 15:36:46,12,برنامه‌نویس ارشد Front-end,2021-02-07 12:08:50,C,FT
5345,S,True,2020-12-01 10:35:55,8,توسعه‌دهنده (node js (Full-Stack,2021-01-31 03:00:10,C,FT
5346,S,False,2021-01-03 12:19:08,12,توسعه‌دهنده ارشد جاوا (Java),2021-01-11 16:14:53,A,FT
5353,J,False,2021-01-12 09:29:02,4,توسعه‌دهنده Front-end,2021-03-12 10:50:47,C,FT
5366,S,False,2021-04-25 12:02:41,12,برنامه‌نویس ارشد React) Front-end),2021-06-05 03:00:13,C,FT
5367,J,False,2021-02-15 08:49:18,6,برنامه‌نویس .NET Core,2021-04-08 03:00:12,C,FT
5370,S,False,2021-01-25 14:14:36,12,توسعه‌دهنده React,2021-03-23 03:00:11,C,FT
5373,S,False,2021-01-12 09:35:19,12,توسعه‌دهنده Back-end,2021-03-12 10:50:47,C,FT
5377,S,False,2020-11-26 14:46:42,8,کارشناس ارشد سرور و DevOps,2021-01-12 11:52:35,C,FT
5384,S,False,2021-04-25 12:03:17,12,DevOps Engineer,2021-06-05 03:00:13,C,FT
5385,S,False,2021-01-12 17:12:30,12,توسعه‌دهنده Front-end,2021-01-30 21:07:31,C,PR
5389,S,False,2020-12-12 14:11:18,6,توسعه‌دهنده Vue.js,2021-02-11 03:00:11,C,FT
5390,S,False,2021-03-06 12:53:33,12,برنامه‌نویس VueJs,2021-04-23 03:00:11,C,FT
5393,S,True,2021-03-13 08:28:38,12,PHP & Angular,2021-04-29 03:00:11,C,FT
5394,S,False,2021-01-13 13:24:36,8,برنامه‌نویس ارشد (PHP (Laravel,2021-03-13 03:00:12,C,FT
5395,J,False,2021-04-26 16:34:59,8,توسعه‌دهنده Back-end,2021-06-06 03:00:13,C,FT
5396,S,False,2021-01-25 14:14:52,6,کارشناس تست نرم افزار,2021-03-23 03:00:11,C,FT
5398,S,True,2021-06-07 17:39:44,12,توسعه‌دهنده Java,,PB,FT
5400,S,True,2020-12-30 12:53:59,12,برنامه‌نویس (Front-end (ReactJS,2021-01-13 09:34:27,C,FT
5401,S,False,2021-01-13 13:27:18,12,کارشناس توسعه‌دهنده Front -END,2021-03-13 03:00:12,C,FT
5402,J,True,2021-06-20 12:40:09,6,برنامه‌نویس Android,,PB,FT
5403,S,True,2021-01-13 13:29:12,12,برنامه‌نویس (Front-end (ReactJS,2021-02-13 11:04:57,C,FT
5406,S,True,2021-02-08 10:51:26,8,برنامه‌نویس موبایل,2021-04-03 03:00:12,C,PT
5410,S,False,2021-01-13 13:26:54,12,Golang Developer,2021-03-13 03:00:12,C,FT
5412,S,True,2021-05-01 10:53:23,1,ربات نویس,2021-06-11 03:00:12,C,PR
5413,S,True,2020-11-24 12:17:23,6,کارشناس تولید محتوا (مسلط به وردپرس),2021-01-24 03:00:11,C,FT
5418,S,False,2020-11-26 13:58:22,8,برنامه‌نویس حرفه‌ای ASP.NET,2021-01-26 03:00:11,C,FT
5424,J,False,2020-11-14 09:43:52,4,React Developer,2021-01-14 03:00:10,C,FT
5425,S,False,2020-11-14 09:32:28,8,ASP .NET Core Developer,2021-01-14 03:00:10,C,FT
5426,J,False,2020-11-14 09:26:08,6,ASP.NET Full Stack Developer,2021-01-14 03:00:10,C,FT
5428,S,False,2020-11-15 09:27:15,12,توسعه‌دهنده ارشد Back-End) Java/JEE),2021-01-15 03:00:11,C,FT
5430,J,False,2021-02-01 14:53:23,6,برنامه‌نویس PHP (مسلط به WordPress),2021-03-28 03:00:11,C,FT
5432,I,False,2020-11-29 12:58:39,12,برنامه‌نویس ASP.NET Core,2021-01-14 18:07:38,C,FT
5437,S,True,2020-11-16 23:20:15,6,Business Intelligence Analyst,2021-01-16 03:00:11,C,FT
5438,S,False,2020-11-16 23:18:16,6,Business Intelligence Developer,2021-01-16 03:00:11,C,FT
5439,S,False,2020-11-16 23:16:41,6,توسعه‌دهنده Frontend,2021-01-16 03:00:11,C,FT
5440,J,False,2020-11-16 18:34:13,12,برنامه‌نویس C++,2021-01-16 03:00:11,C,FT
5442,J,False,2020-11-16 16:24:59,4,برنامه‌نویس جاوااسکریپت (بازی تحت وب),2021-01-16 03:00:11,C,PT
5443,S,True,2021-01-04 17:35:54,12,طراح ارشد UI/UX,2021-01-16 09:19:56,C,FT
5444,S,True,2020-11-19 12:00:02,12,برنامه‌نویس جاوا (Java),2021-01-16 09:31:34,C,FT
5445,S,True,2021-02-06 15:15:23,12,توسعه‌دهنده ارشد جاوا,2021-04-01 03:00:10,A,FT
5448,S,True,2021-01-31 15:15:10,12,توسعه‌دهنده Back-end,2021-03-28 03:00:11,C,FT
5449,J,True,2021-01-31 15:15:32,6,UX/UI Designer (آقا),2021-03-06 16:08:15,A,FT
5461,S,True,2021-01-16 11:40:36,12,(Back-end Developer (Node.js,2021-03-16 03:00:11,C,FT
5465,S,False,2021-01-17 15:19:50,12,برنامه‌نویس Laravel) PHP),2021-03-17 03:00:11,C,FT
5468,S,True,2021-04-28 14:25:41,8,برنامه‌نویس PHP مسلط به وردپرس,2021-06-08 03:00:11,C,FT
5471,J,False,2021-02-15 18:19:35,4,توسعه‌دهنده Laravel,2021-04-08 03:00:12,C,FT
5472,S,True,2021-01-07 14:14:12,8,توسعه‌دهنده Vue Js,2021-02-16 09:38:27,C,FT
5474,J,True,2020-11-17 11:15:41,8,برنامه‌نویس iOS,2021-01-17 03:00:11,C,FT
5478,S,False,2021-01-17 13:23:33,8,توسعه‌دهنده میکرو کنترلر ARM,2021-02-14 12:14:24,C,FT
5482,J,True,2021-01-17 14:49:49,6,توسعه‌دهنده Back-end (Laravel),2021-03-17 03:00:11,C,FT
5484,S,False,2020-11-18 13:51:26,8,توسعه‌دهنده Front-end,2021-01-18 03:00:10,C,FT
5488,J,True,2020-11-18 13:50:02,4,توسعه‌دهنده اندروید,2021-01-18 03:00:11,C,FT
5489,S,False,2020-11-18 13:45:47,6,برنامه‌نویس Full Stack در کرمان,2021-01-18 03:00:11,C,FT
5492,S,True,2020-11-19 11:59:24,12,توسعه‌دهنده Android,2021-01-19 03:00:10,C,FT
5496,J,False,2021-01-18 15:12:05,8,برنامه‌نویس #Full Stack C,2021-03-17 03:00:11,C,FT
5506,S,True,2021-03-27 18:51:01,12,برنامه‌نویس بلاکچین,2021-04-05 20:10:12,C,PT
5507,S,False,2021-01-16 11:45:38,12,توسعه‌دهنده ارشد Back-end) Java/JEE),2021-02-21 13:19:06,C,FT
5508,S,True,2021-03-06 13:02:21,12,توسعه‌دهنده Back-end,2021-03-27 13:52:37,C,FT
5517,S,True,2020-11-19 11:47:40,12,React js Front-end developer,2021-01-19 03:00:10,C,FT
5518,S,True,2020-11-19 11:46:02,8,برنامه‌نویس اندروید,2021-01-19 03:00:10,C,FT
5522,J,False,2021-01-06 15:35:29,6,برنامه‌نویسFront-end,2021-03-08 03:00:10,A,FT
5524,I,False,2020-11-26 14:45:24,8,طراح UI/UX,2021-01-26 03:00:11,C,FT
5525,I,False,2021-01-21 17:14:20,2,SysAdmin,2021-03-20 03:00:11,C,FT
5532,J,False,2021-02-16 10:58:51,6,Front-end Developer,2021-04-09 03:00:11,C,FT
5533,S,False,2021-02-20 14:24:05,12,Back-end Developer,2021-04-04 11:05:30,C,FT
5540,S,True,2020-12-02 10:48:31,12,Front-end Developer - Vue,2021-02-01 03:00:12,C,FT
5545,J,False,2021-01-31 23:24:39,8,توسعه‌دهنده Front-end,2021-03-28 03:00:11,C,FT
5547,J,False,2021-04-03 21:36:56,6,توسعه‌دهنده Laravel,2021-05-15 03:00:11,C,FT
5549,S,False,2021-02-16 17:06:04,8,برنامه‌نویس React Native (تبریز),2021-04-09 03:00:11,C,FT
5551,S,True,2020-12-02 12:12:58,8,توسعه‌دهنده یونیتی (بازی، واقعیت افزوده),2021-02-01 03:00:12,C,PR
5552,S,True,2021-01-31 23:25:09,8,برنامه‌نویس iOS - دورکاری,2021-03-28 03:00:11,C,FT
5555,J,False,2020-12-02 10:49:54,4,Software Test Specialist,2021-02-01 03:00:12,C,FT
5556,S,False,2020-12-02 10:50:17,6,برنامه‌نویس T-SQL,2021-02-01 03:00:12,C,FT
5559,S,False,2021-04-03 21:01:36,12,ASP.NET Core,2021-05-15 03:00:11,C,FT
5567,S,False,2021-02-01 14:52:14,4,PHP Developer,2021-03-28 03:00:11,C,FT
5568,I,False,2020-12-12 14:10:11,6,دستیار مدیر محصول,2021-02-11 03:00:11,C,FT
5569,S,False,2021-04-03 15:04:03,12,برنامه‌نویس ASP.NET,2021-05-15 03:00:11,C,FT
5570,S,False,2021-01-18 10:23:03,8,کارشناس ارشد توسعه نرم افزار,2021-02-14 12:14:28,C,FT
5571,J,True,2021-02-06 15:23:22,12,برنامه‌نویس Front-end,2021-04-01 03:00:10,A,FT
5572,J,False,2021-01-19 12:33:26,6,توسعه‌دهنده Front-end,2021-03-18 03:00:11,C,FT
5581,J,True,2021-01-20 13:55:55,6,کارشناس تست و کنترل کیفیت نرم افزار,2021-03-19 03:00:11,C,FT
5583,I,False,2020-12-23 17:29:01,3,کارشناس Help Desk,2021-01-04 15:06:27,A,FT
5585,J,False,2020-11-21 01:02:09,6,توسعه‌دهنده PHP,2021-01-20 03:10:14,C,FT
5591,J,True,2021-05-08 14:32:27,12,توسعه‌دهنده Front-end مسلط به React,2021-06-18 03:00:12,C,FT
5592,S,False,2020-09-21 16:55:08,6,Database developer,2020-11-21 03:00:11,A,FT
5593,J,True,2021-01-03 11:46:15,3,توسعه‌دهنده Xamarin,2021-02-12 17:46:17,C,FT
5594,J,True,2020-11-21 01:03:29,8,Python Developer (Django),2021-01-20 03:10:14,C,FT
5595,S,False,2021-01-20 14:49:40,12,توسعه‌دهنده جاوا,2021-03-19 03:00:11,C,FT
5597,S,False,2021-04-03 14:19:16,12,PHP Full Stack Developer,2021-05-15 03:00:11,C,FT
5600,J,False,2021-06-20 15:19:21,12,توسعه‌دهنده Front-end,,PB,FT
5603,S,False,2021-02-15 09:11:23,8,توسعه‌دهنده میکرو کنترلر-ARM,2021-04-06 12:59:20,C,FT
5605,S,False,2021-01-20 15:07:21,12,توسعه‌دهنده PHP در پروژه پیامرسان,2021-03-19 03:00:11,C,FT
5614,S,False,2021-02-27 15:06:21,12,Full Stack Developer (senior & junior),2021-03-28 13:09:51,C,FT
5615,S,False,2020-11-22 02:09:42,8,Moodle and BBB Admin,2021-01-21 03:00:10,C,FT
5616,S,False,2020-11-22 02:08:37,6,کارشناس تست نرم افزار,2021-01-21 03:00:10,C,FT
5617,S,True,2020-11-21 14:37:39,12,توسعه‌دهنده بک اند,2021-01-21 03:00:10,C,FT
5618,S,False,2020-11-21 14:36:24,12,Back-end-Developer (.NET),2021-01-21 03:00:10,C,FT
5619,S,True,2020-11-21 14:35:37,8,برنامه‌نویس Full-Stack,2021-01-21 03:00:11,C,FT
5620,S,False,2020-11-21 14:34:22,8,ASP .NET Core Developer,2021-01-21 03:00:11,C,FT
5622,J,True,2020-11-21 14:31:54,2,برنامه‌نویس PHP,2021-01-21 03:00:11,C,FT
5623,S,False,2020-11-21 11:00:05,12,توسعه‌دهنده Back-end,2021-01-21 03:00:11,C,FT
5624,S,False,2020-11-21 10:57:40,12,برنامه‌نویس ارشد Java,2021-01-21 03:00:11,C,FT
5625,S,False,2020-11-22 02:08:58,12,توسعه‌دهنده ارشد Python/Django,2021-01-21 03:00:11,C,FT
5627,S,False,2021-01-26 12:49:13,8,ASP .NET Core Developer,2021-03-24 03:00:11,C,FT
5630,S,True,2021-01-22 13:10:02,8,توسعه‌دهنده Front-end (Angular),2021-02-07 10:25:35,C,FT
5631,S,False,2021-04-03 14:18:40,12,برنامه‌نویس #C,2021-05-15 03:00:11,C,FT
5632,S,True,2021-01-16 11:41:00,12,Front-end Developer (Angular),2021-03-16 03:00:11,C,FT
5634,S,True,2020-11-22 17:38:55,12,توسعه‌دهنده Back-end,2021-01-22 03:00:12,C,FT
5640,J,False,2020-11-22 11:28:26,8,توسعه‌دهنده Back End,2021-01-22 03:00:12,C,FT
5641,J,False,2020-11-22 11:25:39,6,توسعه‌دهنده Front-end,2021-01-22 03:00:12,C,FT
5645,S,True,2021-05-22 15:10:22,12,برنامه‌نویس ارشد (senior) Flutter,,PB,FT
5652,S,True,2020-11-23 20:10:31,6,توسعه بک اند فروشگاه اینترنتی,2021-01-23 03:00:11,C,PR
5655,J,False,2021-06-20 15:24:44,12,متخصص علم داده,,PB,FT
5656,J,True,2020-11-23 15:00:12,8,کارشناس DevOps,2021-01-23 03:00:11,C,FT
5657,J,False,2020-11-23 14:59:45,8,کارشناس BI,2021-01-23 03:00:11,C,FT
5658,J,True,2020-11-23 11:16:29,8,Java Software Developer,2021-01-23 03:00:11,C,FT
5659,S,True,2020-11-23 10:54:18,12,برنامه‌نویس ارشد React,2021-01-23 03:00:11,C,FT
5660,J,True,2020-11-23 11:13:29,4,توسعه‌دهنده MapBox & Leaflet,2021-01-23 03:00:11,C,FT
5661,J,False,2021-03-02 19:20:10,8,برنامه‌ نویس Laravel,2021-04-20 03:00:12,C,FT
5662,S,False,2021-05-10 10:06:27,8,برنامه‌نویس WordPress,2021-06-08 15:52:36,C,FT
5667,S,False,2021-01-16 11:40:09,12,برنامه‌نویس React Native,2021-03-16 03:00:11,C,FT
5679,S,False,2021-03-13 13:27:39,8,توسعه‌دهنده Front-end (Angular),2021-04-12 14:50:20,C,FT
5680,J,True,2020-12-29 12:03:58,6,پشتیبان و برنامه‌نویس #C,2021-01-23 09:39:13,C,FT
5686,S,True,2021-04-03 20:51:47,12,Blockchain Developer,2021-04-15 13:43:01,C,FT
5687,S,False,2020-12-14 18:10:22,8,برنامه‌نویس Python,2021-02-13 03:00:12,C,FT
5689,S,False,2021-03-02 11:19:02,6,توسعه‌دهنده وب ASP,2021-04-20 03:00:12,C,FT
5690,S,True,2020-12-14 18:09:12,8,برنامه‌نویس Back-end,2021-02-13 03:00:12,C,FT
5691,S,False,2021-01-23 14:11:07,12,Senior Back-end Developer (C#),2021-03-21 03:00:10,C,FT
5692,S,True,2021-06-25 22:12:38,8,برنامه‌نویس (C# (ArcGIS SDK,,PB,FT
5700,J,False,2021-01-30 10:33:30,6,برنامه‌نویس Laravel-قم-آقا,2021-03-27 03:00:11,C,FT
5701,S,False,2021-02-01 17:05:49,6,طراح UX/UI,2021-03-28 03:00:11,C,FT
5706,S,True,2021-06-25 22:13:24,8,برنامه‌نویس Xamarin,,PB,FT
5711,J,True,2021-06-25 22:13:48,6,برنامه‌نویس C# Windows Forms,,PB,FT
5712,J,False,2020-11-24 11:44:19,8,برنامه‌نویس جاوا,2021-01-24 03:00:11,C,FT
5714,S,True,2021-03-06 04:33:42,8,برنامه‌نویس Front-end,2021-04-23 03:00:11,C,FT
5719,S,False,2021-04-03 09:00:58,12,برنامه‌نویس C#,2021-05-15 03:00:11,C,FT
5728,S,False,2020-11-24 11:43:35,6,UI/UX Designer,2021-01-24 03:00:11,C,FT
5737,S,False,2021-01-24 13:37:17,6,توسعه‌دهنده فرانت اند,2021-03-22 03:00:11,C,FT
5739,J,True,2021-04-03 08:58:27,8,برنامه‌نویس وب #C,2021-05-15 03:00:11,C,FT
5740,S,False,2021-04-12 15:08:19,12,توسعه‌دهنده ارشد Front-end (React),2021-05-23 03:00:11,C,FT
5741,J,False,2020-12-03 16:01:49,8,کارشناس توسعه‌دهنده Java,2021-02-02 03:00:11,C,FT
5747,S,True,2021-05-10 10:15:46,12,Senior Python Dev,2021-05-19 12:23:04,C,PR
5751,I,False,2021-01-25 11:32:34,2,کارآموز برنامه‌نویسی,2021-03-23 03:00:11,C,FT
5755,S,False,2021-06-25 22:18:13,12,توسعه‌دهنده Full-Stack,,PB,FT
5759,J,True,2021-02-02 10:23:39,6,برنامه‌نویس Magento,2021-03-29 03:00:12,C,FT
5761,S,False,2020-12-30 16:06:01,8,Senior Laravel Developer,2021-03-01 03:00:12,C,FT
5762,J,False,2021-04-03 08:56:56,6,پشتیبان فنی و آزمون‌گر نرم افزار,2021-05-15 03:00:11,C,FT
5772,S,False,2020-11-30 11:18:43,12,Node.js Developer,2020-12-26 09:44:54,A,FT
5773,S,True,2021-02-02 10:26:09,12,برنامه‌نویس وب (ASP.NET MVC),2021-03-13 13:29:04,C,FT
5775,S,False,2021-03-14 11:58:48,12,توسعه‌دهنده ارشد ++C,2021-04-20 10:32:19,C,FT
5776,S,False,2021-02-24 14:15:10,8,برنامه‌نویس Vue.js,2021-04-16 03:00:12,C,FT
5780,S,False,2021-05-01 21:57:31,12,برنامه‌نویس اندروید (Android),2021-06-11 03:00:12,C,FT
5782,S,False,2021-01-25 11:45:04,12,Senior Back-end Developer,2021-02-20 13:23:38,C,FT
